id,Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
191,Frequent Traveler,66,Leisure Trip,Standard,1134,4,3,4,3,4,4,5,3,3,4,3,5,3,2,0,0,Norway,1951,dissatisfied
192,Frequent Traveler,54,Work Commute,First Class,2600,3,3,3,3,2,5,5,2,2,2,2,4,2,4,14,0,Netherlands,1931,satisfied
193,Frequent Traveler,48,Work Commute,First Class,2095,3,3,3,3,2,4,4,4,4,4,4,3,4,3,2,0,Netherlands,1953,satisfied
194,Frequent Traveler,33,Work Commute,First Class,1880,2,2,2,2,4,4,4,4,2,5,3,5,4,4,14,2,France,1996,satisfied
195,Frequent Traveler,39,Work Commute,First Class,452,2,5,2,5,4,2,2,2,2,2,2,3,2,4,23,17,Germany,1977,dissatisfied
196,Frequent Traveler,55,Leisure Trip,Standard,91,4,2,4,3,1,4,4,5,5,4,5,3,5,4,0,0,Sweden,1955,dissatisfied
197,Frequent Traveler,23,Leisure Trip,Comfort,2005,2,2,2,2,3,4,5,3,3,4,3,5,3,3,5,19,Sweden,2016,satisfied
198,Frequent Traveler,9,Leisure Trip,Standard,2820,4,3,4,3,4,4,4,4,2,4,4,4,4,4,0,0,Sweden,1988,dissatisfied
199,Occasional Traveler,27,Work Commute,First Class,1750,4,4,4,4,4,4,4,4,4,4,5,3,5,4,0,0,Italy,1961,dissatisfied
200,Frequent Traveler,39,Work Commute,First Class,2216,4,5,5,5,2,3,3,3,3,3,4,3,3,1,0,0,Italy,1984,dissatisfied
201,Frequent Traveler,22,Leisure Trip,Comfort,2131,4,4,5,3,5,5,5,5,4,5,4,4,5,5,7,6,Germany,1970,dissatisfied
202,Frequent Traveler,55,Work Commute,First Class,2141,2,2,5,2,5,3,4,2,2,2,2,3,2,3,43,44,Austria,1971,satisfied
203,Frequent Traveler,43,Work Commute,Standard,397,4,5,5,5,4,4,3,4,4,4,4,4,4,3,0,0,Netherlands,1981,dissatisfied
204,Occasional Traveler,27,Work Commute,Standard,1718,1,0,1,1,5,1,5,5,3,5,3,2,4,5,9,5,Belgium,1986,dissatisfied
205,Frequent Traveler,52,Work Commute,First Class,1616,4,4,4,4,5,5,5,5,5,4,5,3,5,5,2,0,Netherlands,2008,satisfied
206,Frequent Traveler,12,Leisure Trip,Standard,2235,4,1,4,3,3,4,3,3,4,4,3,3,4,3,0,0,Spain,1947,dissatisfied
207,Frequent Traveler,59,Leisure Trip,Standard,631,5,5,4,5,5,5,5,5,5,5,5,4,5,5,0,0,Sweden,2003,satisfied
208,Frequent Traveler,43,Work Commute,First Class,590,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0,Italy,2004,satisfied
209,Occasional Traveler,37,Work Commute,First Class,1589,4,4,4,1,5,4,5,5,5,2,4,3,5,5,0,0,France,1976,dissatisfied
210,Frequent Traveler,31,Leisure Trip,Standard,1759,4,4,4,2,2,4,2,2,4,4,4,3,4,2,0,0,Spain,1957,dissatisfied
211,Frequent Traveler,21,Work Commute,First Class,2882,3,3,3,3,3,3,3,3,3,5,4,4,3,3,0,0,Belgium,1969,dissatisfied
212,Frequent Traveler,37,Leisure Trip,Standard,2431,2,4,2,4,5,2,2,5,5,4,3,1,3,5,43,48,Spain,1961,dissatisfied
213,Frequent Traveler,44,Work Commute,First Class,300,1,3,3,3,1,3,3,1,1,1,1,1,1,3,,22,Austria,1929,dissatisfied
214,Frequent Traveler,51,Leisure Trip,Standard,2321,0,4,0,2,4,4,4,4,4,2,5,5,5,4,0,0,Germany,1986,satisfied
215,Frequent Traveler,62,Leisure Trip,Comfort,262,4,2,4,4,3,3,3,1,1,4,5,4,1,1,67,72,Norway,1951,dissatisfied
216,,39,Work Commute,First Class,312,1,1,1,1,4,4,5,4,4,4,4,5,4,5,0,0,Spain,1974,satisfied
217,Frequent Traveler,31,Work Commute,First Class,1557,3,4,4,4,3,3,3,3,4,1,4,2,4,3,0,0,Italy,1957,dissatisfied
218,Frequent Traveler,48,Work Commute,First Class,3973,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0,Italy,1996,satisfied
219,Frequent Traveler,45,Leisure Trip,Comfort,612,4,4,4,4,4,4,5,2,2,2,2,5,2,5,0,0,Italy,1959,satisfied
220,Frequent Traveler,53,Work Commute,First Class,1734,3,3,5,3,2,4,5,5,5,5,5,3,5,5,0,0,France,1937,satisfied
221,Occasional Traveler,23,Work Commute,First Class,1900,0,2,0,5,2,0,2,2,3,5,4,3,5,2,4,0,Austria,1967,satisfied
222,Frequent Traveler,31,Work Commute,First Class,3296,5,1,3,1,5,4,5,5,1,2,4,1,3,5,0,0,Spain,2000,dissatisfied
223,Frequent Traveler,15,Leisure Trip,Standard,2942,1,4,1,3,4,1,4,4,4,2,4,4,4,4,0,0,France,1936,dissatisfied
224,Frequent Traveler,57,Work Commute,First Class,2775,4,4,4,4,2,5,4,5,5,5,5,3,5,3,14,7,Switzerland,2011,satisfied
225,Occasional Traveler,26,Work Commute,Standard,1914,3,3,3,3,5,3,3,5,4,2,3,3,5,5,0,0,Germany,1987,dissatisfied
226,Occasional Traveler,40,Work Commute,First Class,1932,2,2,2,2,2,2,2,2,4,4,5,5,5,2,55,57,Italy,1983,dissatisfied
227,Frequent Traveler,33,Leisure Trip,Standard,2053,4,4,4,1,2,,2,2,5,3,4,3,4,2,0,1,Italy,1932,dissatisfied
228,Occasional Traveler,37,,First Class,1439,3,3,3,3,2,3,2,2,5,5,5,3,4,2,16,7,Sweden,1964,dissatisfied
229,Occasional Traveler,29,Work Commute,First Class,2216,2,2,2,2,3,2,3,3,5,4,5,4,5,3,0,0,Switzerland,1994,dissatisfied
230,Frequent Traveler,52,Work Commute,First Class,1331,2,2,5,2,4,4,5,5,5,5,5,5,5,5,,1,Germany,1971,satisfied
231,Frequent Traveler,8,Work Commute,First Class,1956,2,3,3,3,2,2,2,2,4,2,3,1,4,2,0,0,Germany,1953,dissatisfied
232,Frequent Traveler,46,Work Commute,Standard,1101,4,5,5,5,4,,4,2,5,1,3,4,5,4,0,0,Belgium,1974,satisfied
233,,22,Work Commute,Standard,1592,3,0,3,4,1,3,1,1,5,2,1,3,5,1,0,0,Belgium,1958,dissatisfied
234,Occasional Traveler,23,Work Commute,Standard,1579,1,0,2,2,2,2,2,2,4,2,4,3,5,2,0,0,Austria,2002,dissatisfied
235,Frequent Traveler,47,Work Commute,First Class,346,1,2,2,2,1,4,4,1,1,1,1,4,1,2,0,0,Belgium,1939,dissatisfied
236,Occasional Traveler,36,Work Commute,Standard,1823,3,0,3,1,3,3,3,3,2,4,5,3,3,3,61,58,Belgium,1940,dissatisfied
237,Frequent Traveler,43,Work Commute,Comfort,2194,2,2,2,2,2,2,2,3,1,4,4,2,4,2,187,185,Switzerland,1951,dissatisfied
238,Frequent Traveler,34,Leisure Trip,Comfort,1675,3,5,3,2,4,3,4,4,5,3,5,4,4,4,104,101,France,1945,dissatisfied
239,Frequent Traveler,52,Leisure Trip,Standard,254,2,2,2,2,4,5,4,4,3,2,4,4,5,4,1,6,Spain,1963,satisfied
240,Frequent Traveler,66,Leisure Trip,Standard,2822,1,2,1,3,1,1,1,1,1,4,4,4,4,1,0,0,France,1999,dissatisfied
241,Frequent Traveler,9,Leisure Trip,Standard,1872,3,2,5,2,2,5,2,2,4,3,3,1,2,2,0,0,Sweden,1997,dissatisfied
242,Frequent Traveler,61,Work Commute,Standard,1660,4,2,2,2,4,1,3,4,4,4,4,2,4,1,0,19,Sweden,1980,dissatisfied
243,Frequent Traveler,62,Leisure Trip,First Class,1195,2,4,2,3,3,3,5,4,4,2,4,4,4,3,3,0,Belgium,1969,dissatisfied
244,Frequent Traveler,50,Work Commute,First Class,1605,5,5,4,5,2,5,5,4,4,4,4,3,4,5,1,0,Austria,2011,satisfied
245,Frequent Traveler,44,Leisure Trip,Comfort,432,2,2,2,2,3,4,4,5,5,4,5,3,5,4,36,26,Netherlands,1994,satisfied
246,Frequent Traveler,51,Work Commute,Standard,2613,1,0,0,4,1,1,1,1,1,4,3,4,4,1,9,23,Norway,1932,dissatisfied
247,Frequent Traveler,51,Leisure Trip,Standard,2749,3,4,3,2,2,,2,2,3,5,5,3,5,2,8,1,Norway,1929,dissatisfied
248,Occasional Traveler,46,Work Commute,First Class,2791,1,1,1,4,3,1,5,3,5,5,5,3,4,3,1,0,Spain,1988,dissatisfied
249,Frequent Traveler,7,Leisure Trip,Standard,1773,5,5,5,5,3,5,4,3,3,3,3,5,3,4,0,0,Sweden,1961,satisfied
250,Occasional Traveler,40,Work Commute,First Class,1844,4,4,4,2,1,4,1,1,4,2,4,4,4,1,1,0,Sweden,1950,satisfied
251,Frequent Traveler,55,Work Commute,First Class,216,2,2,5,2,4,4,5,5,5,5,4,3,5,4,87,72,Norway,1985,satisfied
252,Frequent Traveler,39,Work Commute,First Class,85,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0,Switzerland,2002,satisfied
253,Occasional Traveler,22,Work Commute,Standard,1795,3,3,3,2,3,3,3,3,5,5,5,3,5,3,0,0,Italy,1997,dissatisfied
254,Occasional Traveler,39,Work Commute,First Class,1494,1,1,1,4,2,1,2,2,2,2,3,4,4,2,8,21,Italy,1945,dissatisfied
255,Occasional Traveler,43,Work Commute,First Class,1695,4,4,4,4,4,4,4,4,5,3,5,5,4,4,,0,Netherlands,1961,dissatisfied
256,Frequent Traveler,41,Leisure Trip,Comfort,1401,5,5,4,5,4,4,4,4,5,5,4,4,4,4,0,0,France,2006,satisfied
257,Frequent Traveler,24,Work Commute,First Class,2314,2,5,5,5,2,2,2,2,1,4,4,4,4,2,0,0,Netherlands,1993,dissatisfied
258,Frequent Traveler,8,Leisure Trip,Standard,1870,4,5,4,3,1,4,1,1,3,2,5,3,4,1,55,50,France,2008,satisfied
259,Occasional Traveler,26,Work Commute,First Class,2264,4,4,4,5,3,4,3,3,4,4,4,4,4,3,102,101,Norway,1978,satisfied
260,Frequent Traveler,23,Work Commute,First Class,3385,2,4,4,4,2,2,2,2,2,4,4,2,3,2,0,0,France,2018,dissatisfied
261,Frequent Traveler,59,Work Commute,First Class,3038,5,5,5,5,5,2,4,4,4,4,3,3,4,4,0,0,Norway,2001,satisfied
262,Frequent Traveler,38,Work Commute,First Class,1785,5,3,3,3,3,3,3,5,5,4,5,1,5,3,6,30,France,1961,dissatisfied
263,Occasional Traveler,21,Work Commute,Standard,4518,1,1,1,4,1,5,5,3,2,5,4,5,4,5,10,0,Norway,2019,dissatisfied
264,Frequent Traveler,48,Leisure Trip,First Class,,3,5,3,5,4,5,4,4,4,3,5,5,4,5,0,0,Austria,1941,dissatisfied
265,Frequent Traveler,35,Leisure Trip,Standard,1174,2,5,2,5,2,2,2,2,3,2,4,4,5,2,0,0,France,1950,dissatisfied
266,Frequent Traveler,63,Work Commute,First Class,2434,2,2,2,2,2,5,3,4,4,4,4,4,4,3,0,0,Norway,2019,satisfied
267,Occasional Traveler,42,Work Commute,First Class,2478,3,2,2,5,5,3,3,5,4,2,4,4,4,5,5,0,Spain,2000,dissatisfied
268,Frequent Traveler,44,Work Commute,First Class,572,1,1,1,1,4,4,4,5,5,5,5,5,5,4,0,0,Sweden,1955,satisfied
269,Frequent Traveler,37,Work Commute,First Class,1515,2,2,2,2,3,4,4,2,2,2,2,3,2,5,6,0,France,2014,satisfied
270,Frequent Traveler,48,Work Commute,Standard,277,5,1,1,1,2,1,2,3,3,5,3,2,3,4,0,0,Austria,1977,satisfied
271,Frequent Traveler,32,Work Commute,First Class,4145,5,5,2,5,4,4,4,4,5,5,5,4,4,4,6,13,Norway,1988,satisfied
272,Frequent Traveler,56,Leisure Trip,Standard,3395,3,1,3,2,3,3,3,3,1,5,2,3,2,3,0,2,Netherlands,1963,dissatisfied
273,Frequent Traveler,59,Work Commute,Standard,1366,5,1,5,1,5,5,5,5,4,3,2,5,3,5,0,0,Norway,1986,satisfied
274,Frequent Traveler,80,Work Commute,Comfort,1998,5,1,1,1,3,5,3,3,5,2,2,2,2,3,0,0,Norway,1931,satisfied
275,Frequent Traveler,9,Leisure Trip,Comfort,1313,5,5,5,5,3,5,4,5,5,5,5,3,5,4,20,28,Spain,2015,satisfied
276,Frequent Traveler,49,Work Commute,First Class,609,2,2,2,2,2,5,4,4,4,4,4,4,4,4,0,0,Netherlands,1996,satisfied
277,Frequent Traveler,58,Leisure Trip,First Class,333,1,1,1,1,2,2,2,2,3,5,5,3,4,2,13,20,Germany,1995,satisfied
278,Frequent Traveler,23,Leisure Trip,Standard,2475,2,5,2,3,3,2,3,3,1,2,4,5,4,3,0,0,Belgium,2013,dissatisfied
279,Frequent Traveler,50,Work Commute,First Class,3515,3,3,3,3,4,4,5,5,5,5,5,5,5,5,7,0,Austria,2003,satisfied
280,Occasional Traveler,34,Work Commute,Standard,1862,2,1,2,3,5,2,2,5,1,1,3,4,3,5,83,94,Netherlands,1934,dissatisfied
281,Frequent Traveler,39,Work Commute,First Class,3332,,3,2,2,2,3,5,4,4,4,3,1,4,4,0,0,Spain,1969,satisfied
282,Frequent Traveler,27,Work Commute,First Class,1871,3,4,4,4,3,3,3,3,3,5,2,1,3,3,2,0,France,1965,dissatisfied
283,Frequent Traveler,48,Leisure Trip,Standard,760,4,5,4,3,4,4,5,1,1,4,1,5,,5,0,0,Austria,1989,satisfied
284,Frequent Traveler,66,Work Commute,First Class,306,3,3,3,3,1,2,5,4,4,4,4,5,,4,0,0,Switzerland,1961,satisfied
285,Frequent Traveler,70,Leisure Trip,Standard,1702,4,5,4,4,4,4,4,4,3,4,5,5,5,4,51,63,Belgium,2002,dissatisfied
286,Frequent Traveler,35,Work Commute,First Class,1114,5,5,5,5,4,4,5,5,5,5,5,5,5,5,65,59,Norway,1929,satisfied
287,Frequent Traveler,57,Work Commute,First Class,586,5,5,1,5,4,5,5,5,5,,5,5,5,5,0,0,Norway,1965,satisfied
288,Occasional Traveler,24,Work Commute,Comfort,1149,3,5,3,2,3,3,3,3,5,2,5,2,5,3,0,0,Italy,1989,dissatisfied
289,Frequent Traveler,33,Work Commute,First Class,2840,1,1,1,1,1,1,1,1,4,2,,3,4,1,0,11,Italy,1971,dissatisfied
290,Frequent Traveler,30,Work Commute,First Class,3489,1,1,1,1,4,4,4,4,3,2,5,5,5,4,0,0,Germany,1960,satisfied
291,Occasional Traveler,41,Work Commute,,2013,2,2,2,3,2,2,4,2,2,2,3,3,4,2,18,7,Netherlands,1976,dissatisfied
292,Frequent Traveler,61,Leisure Trip,Standard,2059,3,5,3,2,5,3,5,5,3,3,5,4,4,5,48,46,Switzerland,1966,dissatisfied
293,Occasional Traveler,23,Work Commute,Standard,1537,5,1,5,3,4,5,5,4,5,3,5,3,4,4,2,0,Germany,1979,satisfied
294,Occasional Traveler,21,Work Commute,Standard,1720,4,0,4,3,5,4,5,5,4,2,5,3,4,5,0,0,Netherlands,1983,satisfied
295,Occasional Traveler,35,Work Commute,First Class,2722,4,4,4,4,5,4,5,5,3,5,3,2,3,5,10,16,France,1962,dissatisfied
296,Frequent Traveler,45,Leisure Trip,Standard,2044,3,1,3,3,3,3,4,3,2,3,3,1,4,3,0,0,Italy,1976,dissatisfied
297,Frequent Traveler,63,Leisure Trip,Comfort,1966,4,5,4,3,5,4,5,5,3,5,5,3,4,5,0,0,Italy,1953,satisfied
298,Frequent Traveler,55,Leisure Trip,Standard,727,3,5,3,5,4,4,4,5,5,3,5,4,5,5,21,37,Netherlands,2008,dissatisfied
299,Occasional Traveler,30,Work Commute,Standard,1414,2,2,2,1,2,2,2,2,2,1,2,4,3,2,0,0,Belgium,1996,dissatisfied
300,Frequent Traveler,41,Work Commute,First Class,289,2,1,1,1,5,3,2,2,2,2,2,4,2,2,30,13,Norway,2000,dissatisfied
301,Frequent Traveler,33,Leisure Trip,Standard,1872,1,3,1,2,5,1,5,5,2,5,3,2,2,5,16,13,Sweden,1994,dissatisfied
302,Frequent Traveler,31,Leisure Trip,Standard,1653,2,2,2,2,2,4,5,4,4,4,4,3,4,3,0,0,Sweden,1968,satisfied
303,Frequent Traveler,20,Leisure Trip,Comfort,1443,3,3,3,3,4,,4,4,5,4,4,4,4,4,0,0,Norway,2005,satisfied
304,Frequent Traveler,29,Work Commute,First Class,3537,5,1,1,1,5,4,5,5,4,2,3,4,3,5,22,17,Sweden,2001,dissatisfied
305,Frequent Traveler,38,Leisure Trip,First Class,1164,2,5,2,2,4,4,5,3,3,2,3,4,3,5,0,0,Switzerland,2005,dissatisfied
306,Occasional Traveler,27,Work Commute,Standard,2796,2,3,3,3,3,3,3,1,2,4,4,3,1,3,209,191,Switzerland,1964,dissatisfied
307,Frequent Traveler,21,Leisure Trip,Standard,2604,2,5,2,2,3,5,4,4,4,4,4,5,4,4,0,0,Sweden,1952,satisfied
308,Frequent Traveler,28,Leisure Trip,Standard,1566,3,5,3,5,2,3,2,2,3,5,4,1,5,2,0,0,Italy,1971,dissatisfied
309,Frequent Traveler,40,Work Commute,Standard,1155,4,4,4,4,4,4,4,4,1,3,4,4,4,4,0,7,Spain,1949,dissatisfied
310,Occasional Traveler,25,Work Commute,Standard,2725,4,4,4,3,5,4,3,5,2,4,4,3,1,5,0,0,Spain,1977,satisfied
311,Frequent Traveler,34,Work Commute,First Class,439,2,5,5,5,1,4,3,2,2,2,2,3,2,2,72,67,France,1937,dissatisfied
312,Frequent Traveler,20,Leisure Trip,First Class,2960,3,3,3,3,2,3,2,2,1,3,4,2,4,2,,2,Norway,1971,dissatisfied
313,Frequent Traveler,54,Work Commute,First Class,3316,4,4,4,,3,5,5,4,4,4,4,5,4,4,0,0,Italy,1988,satisfied
314,Frequent Traveler,65,Leisure Trip,Standard,2008,4,4,4,3,2,4,2,2,4,4,4,4,4,2,0,0,Norway,1969,dissatisfied
315,Frequent Traveler,23,Leisure Trip,Standard,976,5,2,0,4,2,0,2,2,4,5,4,4,4,2,0,11,Belgium,1943,satisfied
316,Frequent Traveler,25,Leisure Trip,Standard,3508,2,2,2,2,2,5,4,5,5,5,5,5,5,5,6,10,Spain,1934,satisfied
317,Frequent Traveler,29,Leisure Trip,Standard,1951,4,5,4,2,1,4,5,1,3,3,4,3,4,1,2,4,Norway,2007,satisfied
318,Frequent Traveler,31,Work Commute,First Class,3846,3,3,3,3,5,5,5,5,5,2,5,3,5,5,0,0,France,1942,satisfied
319,Frequent Traveler,43,Work Commute,First Class,2160,2,2,2,2,3,5,4,4,4,4,4,3,4,3,15,17,Sweden,2000,satisfied
320,Occasional Traveler,26,Work Commute,First Class,2476,4,4,4,1,1,4,1,1,5,3,3,4,5,1,3,10,Germany,2012,satisfied
321,Frequent Traveler,32,Leisure Trip,Standard,2053,1,1,3,1,2,4,5,4,4,4,4,3,4,5,0,0,Italy,1941,satisfied
322,Frequent Traveler,61,Work Commute,First Class,433,2,3,3,3,4,4,3,2,2,2,2,1,2,4,7,0,Norway,1943,dissatisfied
323,Frequent Traveler,38,Leisure Trip,First Class,774,4,4,4,4,3,5,5,1,1,4,1,5,1,3,15,82,Spain,1931,dissatisfied
324,,42,Work Commute,First Class,1571,2,4,4,4,2,3,4,2,2,2,2,3,2,2,19,6,Spain,1983,dissatisfied
325,Occasional Traveler,23,Work Commute,Comfort,2382,4,0,4,4,2,4,4,2,2,5,1,5,5,2,0,0,Switzerland,1973,satisfied
326,Frequent Traveler,50,Work Commute,First Class,246,4,5,4,4,3,5,4,4,4,4,4,5,4,5,0,0,Italy,1965,satisfied
327,Frequent Traveler,55,Work Commute,First Class,2251,3,3,3,3,3,4,4,5,5,5,5,3,5,4,33,25,Germany,2014,satisfied
328,Frequent Traveler,43,Work Commute,First Class,1394,4,4,4,4,5,5,5,3,3,4,3,3,3,5,20,0,France,2003,satisfied
329,Occasional Traveler,26,Work Commute,First Class,1417,3,3,3,4,1,3,1,1,3,4,4,4,3,1,0,0,France,2009,dissatisfied
330,Frequent Traveler,28,Leisure Trip,Standard,1814,5,5,5,2,4,5,4,1,1,5,1,4,1,5,23,16,Austria,2017,satisfied
331,Occasional Traveler,23,Work Commute,Standard,3343,1,1,1,2,1,1,4,4,2,4,5,4,4,4,0,0,Austria,1985,dissatisfied
332,Frequent Traveler,8,Work Commute,Standard,2483,3,1,1,1,3,3,1,3,1,2,3,2,4,3,24,19,Spain,1937,dissatisfied
333,Frequent Traveler,45,Leisure Trip,Standard,2233,3,4,3,3,3,3,3,5,3,3,1,3,3,3,246,239,Belgium,1937,dissatisfied
334,Frequent Traveler,34,Leisure Trip,Standard,1688,3,5,3,5,3,3,3,3,5,5,2,1,,3,0,0,Sweden,1930,dissatisfied
335,Frequent Traveler,46,Leisure Trip,Standard,1467,3,1,3,4,1,3,1,1,3,5,4,3,3,1,0,0,Germany,1941,dissatisfied
336,Occasional Traveler,24,Work Commute,Standard,1560,5,0,5,3,5,5,5,5,3,4,5,4,5,5,0,0,Norway,1937,satisfied
337,Frequent Traveler,34,Leisure Trip,Comfort,2117,1,5,1,1,5,1,5,5,4,3,5,4,4,5,3,2,Austria,1974,dissatisfied
338,Frequent Traveler,11,Leisure Trip,Standard,1857,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0,France,2006,satisfied
339,Frequent Traveler,72,Work Commute,First Class,2683,1,1,2,1,3,4,5,4,4,4,5,3,4,5,4,0,Switzerland,1981,satisfied
340,Occasional Traveler,42,Work Commute,First Class,2920,3,3,3,3,3,3,3,4,3,4,5,3,4,3,131,125,Austria,1958,dissatisfied
341,Frequent Traveler,9,Leisure Trip,Comfort,3583,1,2,1,4,1,2,2,3,4,3,3,2,4,2,36,6,Netherlands,1988,dissatisfied
342,Frequent Traveler,45,Work Commute,First Class,4533,1,1,1,1,5,5,5,4,5,4,4,5,5,5,142,124,France,1955,satisfied
343,Occasional Traveler,52,Work Commute,First Class,1901,4,4,4,3,3,4,3,3,4,5,5,4,4,3,0,0,Norway,1941,satisfied
344,Frequent Traveler,60,Work Commute,First Class,3413,5,5,5,5,4,4,5,3,3,3,3,4,3,3,0,0,Netherlands,1992,satisfied
345,Frequent Traveler,27,Work Commute,Standard,2559,2,4,4,4,2,2,2,2,4,4,3,3,4,2,0,0,Austria,1966,dissatisfied
346,Frequent Traveler,66,Leisure Trip,Standard,1206,3,4,3,5,2,3,2,2,4,2,4,4,4,2,10,33,Germany,1948,dissatisfied
347,Frequent Traveler,25,Work Commute,Comfort,2646,1,3,3,3,1,1,1,1,1,5,3,3,4,1,0,0,Spain,2005,dissatisfied
348,Frequent Traveler,39,Leisure Trip,Standard,1150,3,3,3,3,4,5,5,4,4,4,4,3,4,5,37,17,Switzerland,2005,satisfied
349,Frequent Traveler,41,Leisure Trip,First Class,902,1,3,1,2,3,1,3,5,5,1,5,4,5,4,0,0,Switzerland,2016,dissatisfied
350,Occasional Traveler,61,Work Commute,First Class,2131,2,2,2,2,5,2,5,5,4,2,4,3,4,5,119,109,Austria,2001,satisfied
351,Frequent Traveler,62,Leisure Trip,Standard,1777,3,4,3,5,5,3,5,5,4,4,3,5,3,5,0,0,Germany,1987,dissatisfied
352,Frequent Traveler,56,Work Commute,Standard,343,2,3,,3,5,4,3,2,2,2,2,4,2,3,0,0,Spain,1961,dissatisfied
353,Frequent Traveler,27,Work Commute,Comfort,2588,2,4,4,4,2,2,2,2,1,1,4,4,3,2,3,17,France,1977,dissatisfied
354,Frequent Traveler,31,Work Commute,First Class,4225,2,4,4,4,2,2,2,2,3,4,4,4,4,2,0,3,Switzerland,1976,dissatisfied
355,Occasional Traveler,22,Work Commute,Standard,2539,2,1,1,3,2,2,1,2,3,5,4,4,4,2,0,,Austria,1931,dissatisfied
356,Frequent Traveler,36,Leisure Trip,Standard,1822,4,3,4,3,4,4,4,4,3,4,4,1,3,4,0,0,Italy,1991,dissatisfied
357,Frequent Traveler,47,Leisure Trip,Standard,1431,2,1,2,4,2,2,2,2,4,4,3,3,3,2,0,0,Sweden,1947,dissatisfied
358,Frequent Traveler,53,Work Commute,First Class,2782,3,3,3,3,3,5,4,4,4,4,4,5,4,4,38,50,Netherlands,1979,satisfied
359,Occasional Traveler,17,Work Commute,Standard,2177,1,4,1,3,1,1,1,4,4,3,3,1,4,1,163,179,Germany,2013,dissatisfied
360,Frequent Traveler,66,Leisure Trip,Standard,1732,3,5,3,3,1,3,1,1,4,5,5,5,4,1,3,54,Norway,1969,dissatisfied
361,Frequent Traveler,57,Leisure Trip,Comfort,1756,1,4,1,3,3,1,3,3,3,4,4,3,4,3,0,0,France,1998,dissatisfied
362,Frequent Traveler,36,Work Commute,First Class,1246,2,2,2,2,3,4,1,5,5,5,5,4,5,3,31,15,Netherlands,1944,satisfied
363,Frequent Traveler,46,Leisure Trip,Comfort,216,5,4,5,4,5,5,4,4,4,5,4,5,4,4,2,0,Spain,1942,satisfied
364,Frequent Traveler,29,Leisure Trip,Standard,2003,2,2,2,3,5,2,5,5,3,5,3,4,3,5,13,1,France,2011,dissatisfied
365,Occasional Traveler,26,Work Commute,First Class,2896,4,4,4,4,4,4,4,4,3,5,3,4,5,4,0,0,Italy,2000,satisfied
366,Frequent Traveler,64,Leisure Trip,Standard,249,3,3,3,3,3,3,5,4,4,4,4,3,4,3,2,0,Sweden,1935,satisfied
367,Frequent Traveler,24,Work Commute,First Class,1851,3,4,4,4,3,3,3,3,4,5,4,3,4,3,44,30,Italy,2010,dissatisfied
368,Frequent Traveler,57,Leisure Trip,Standard,566,2,2,2,2,5,5,5,5,1,5,1,5,5,5,8,0,Belgium,2004,satisfied
369,Frequent Traveler,35,Work Commute,Standard,1374,4,3,3,3,4,4,4,4,5,1,2,3,4,4,0,3,Netherlands,1961,satisfied
370,Frequent Traveler,61,Leisure Trip,First Class,710,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0,Italy,1986,dissatisfied
371,Frequent Traveler,66,Leisure Trip,Standard,1380,2,4,2,1,1,2,1,1,5,4,4,4,5,1,0,0,Netherlands,1937,dissatisfied
372,Frequent Traveler,44,Work Commute,First Class,420,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,Sweden,2016,satisfied
373,Frequent Traveler,31,Work Commute,First Class,4381,5,5,5,5,5,5,4,5,3,1,1,5,4,5,23,13,Netherlands,1979,satisfied
374,Frequent Traveler,20,Leisure Trip,Standard,2382,3,1,3,4,5,3,5,5,2,5,3,1,3,5,3,5,Spain,1954,dissatisfied
375,Frequent Traveler,25,Work Commute,Standard,2529,2,4,4,4,2,2,1,2,1,1,4,2,3,2,10,15,Belgium,1951,dissatisfied
376,Frequent Traveler,51,Work Commute,First Class,1771,2,2,2,2,3,3,4,2,2,2,2,4,2,5,14,0,Germany,1951,satisfied
377,Frequent Traveler,48,Work Commute,First Class,230,3,4,5,5,2,4,4,3,3,2,3,3,3,1,9,3,Norway,1989,dissatisfied
378,Frequent Traveler,16,Leisure Trip,Standard,2003,2,,2,2,3,4,3,3,4,3,3,4,4,3,5,7,Austria,2012,satisfied
379,Frequent Traveler,46,Work Commute,Standard,1261,5,5,4,4,3,2,4,5,5,5,5,2,5,3,18,11,France,2011,satisfied
380,Occasional Traveler,23,Work Commute,Standard,2374,3,3,3,4,2,3,2,2,4,5,3,4,3,2,0,0,Netherlands,2010,dissatisfied
381,Occasional Traveler,24,Work Commute,Standard,1445,4,5,4,1,3,4,3,3,4,3,5,3,4,3,46,42,Austria,2003,satisfied
382,Frequent Traveler,7,Leisure Trip,First Class,2736,5,4,4,4,5,5,5,5,5,5,5,2,5,5,8,0,France,1983,satisfied
