Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
Frequent Traveler,63.0,Leisure Trip,Standard,2423.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,9.0,36.0,Austria,2001.0,dissatisfied
Frequent Traveler,51.0,Work Commute,Standard,356.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,55.0,44.0,Austria,1932.0,dissatisfied
Frequent Traveler,38.0,Work Commute,Standard,2281.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,6.0,16.0,Italy,1988.0,dissatisfied
Frequent Traveler,43.0,Work Commute,Standard,292.0,4.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,Norway,2011.0,satisfied
Frequent Traveler,15.0,Leisure Trip,Standard,2242.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,10.0,0.0,France,1980.0,satisfied
Frequent Traveler,57.0,Leisure Trip,Comfort,2279.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,11.0,15.0,Spain,1994.0,dissatisfied
Frequent Traveler,33.0,Leisure Trip,Standard,1378.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0,Belgium,1989.0,dissatisfied
Frequent Traveler,26.0,Leisure Trip,Comfort,1887.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,4.0,2.0,31.0,32.0,Netherlands,2016.0,dissatisfied
Frequent Traveler,57.0,Work Commute,First Class,2015.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,8.0,24.0,Belgium,2019.0,dissatisfied
Frequent Traveler,27.0,Leisure Trip,Standard,1142.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,1.0,0.0,Switzerland,2005.0,satisfied
Frequent Traveler,69.0,Leisure Trip,Comfort,1352.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,Sweden,2015.0,dissatisfied
Frequent Traveler,21.0,Leisure Trip,Standard,1854.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,17.0,20.0,France,1947.0,satisfied
Frequent Traveler,42.0,Work Commute,First Class,3747.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,7.0,0.0,Austria,1989.0,satisfied
Frequent Traveler,67.0,Leisure Trip,Standard,2051.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,0.0,0.0,Belgium,1965.0,dissatisfied
Occasional Traveler,28.0,Work Commute,Standard,1447.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,52.0,44.0,Norway,1998.0,dissatisfied
Frequent Traveler,56.0,Leisure Trip,Standard,506.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,Belgium,1951.0,satisfied
Frequent Traveler,38.0,Work Commute,First Class,2615.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,0.0,Netherlands,1998.0,satisfied
Frequent Traveler,42.0,Work Commute,First Class,2147.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,30.0,Switzerland,1929.0,satisfied
Frequent Traveler,55.0,Leisure Trip,First Class,598.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,Belgium,1955.0,satisfied
Frequent Traveler,28.0,Leisure Trip,Standard,992.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,1.0,0.0,0.0,Germany,1941.0,dissatisfied
Frequent Traveler,54.0,Work Commute,First Class,597.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0.0,Germany,1959.0,satisfied
Frequent Traveler,32.0,Work Commute,Comfort,2115.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,0.0,Italy,2006.0,satisfied
Frequent Traveler,11.0,Leisure Trip,Standard,1647.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,0.0,0.0,Germany,1987.0,dissatisfied
Frequent Traveler,47.0,Work Commute,First Class,3294.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,9.0,Belgium,1955.0,satisfied
Frequent Traveler,66.0,Leisure Trip,Standard,1134.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,0.0,0.0,Norway,1951.0,dissatisfied
Frequent Traveler,54.0,Work Commute,First Class,2600.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,14.0,0.0,Netherlands,1931.0,satisfied
Frequent Traveler,48.0,Work Commute,First Class,2095.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,Netherlands,1953.0,satisfied
Frequent Traveler,33.0,Work Commute,First Class,1880.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,14.0,2.0,France,1996.0,satisfied
Frequent Traveler,39.0,Work Commute,First Class,452.0,2.0,5.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,23.0,17.0,Germany,1977.0,dissatisfied
Frequent Traveler,55.0,Leisure Trip,Standard,91.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,0.0,0.0,Sweden,1955.0,dissatisfied
Frequent Traveler,23.0,Leisure Trip,Comfort,2005.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,19.0,Sweden,2016.0,satisfied
Frequent Traveler,9.0,Leisure Trip,Standard,2820.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,Sweden,1988.0,dissatisfied
Occasional Traveler,27.0,Work Commute,First Class,1750.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,0.0,0.0,Italy,1961.0,dissatisfied
Frequent Traveler,39.0,Work Commute,First Class,2216.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,Italy,1984.0,dissatisfied
Frequent Traveler,22.0,Leisure Trip,Comfort,2131.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,7.0,6.0,Germany,1970.0,dissatisfied
Frequent Traveler,55.0,Work Commute,First Class,2141.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,43.0,44.0,Austria,1971.0,satisfied
Frequent Traveler,43.0,Work Commute,Standard,397.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,Netherlands,1981.0,dissatisfied
Occasional Traveler,27.0,Work Commute,Standard,1718.0,1.0,0.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,5.0,9.0,5.0,Belgium,1986.0,dissatisfied
Frequent Traveler,52.0,Work Commute,First Class,1616.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,2.0,0.0,Netherlands,2008.0,satisfied
Frequent Traveler,12.0,Leisure Trip,Standard,2235.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,Spain,1947.0,dissatisfied
Frequent Traveler,59.0,Leisure Trip,Standard,631.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,Sweden,2003.0,satisfied
Frequent Traveler,43.0,Work Commute,First Class,590.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,Italy,2004.0,satisfied
Occasional Traveler,37.0,Work Commute,First Class,1589.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,0.0,0.0,France,1976.0,dissatisfied
Frequent Traveler,31.0,Leisure Trip,Standard,1759.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,Spain,1957.0,dissatisfied
Frequent Traveler,21.0,Work Commute,First Class,2882.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,Belgium,1969.0,dissatisfied
Frequent Traveler,37.0,Leisure Trip,Standard,2431.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,3.0,5.0,43.0,48.0,Spain,1961.0,dissatisfied
Frequent Traveler,51.0,Leisure Trip,Standard,2321.0,0.0,4.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,0.0,0.0,Germany,1986.0,satisfied
Frequent Traveler,62.0,Leisure Trip,Comfort,262.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,67.0,72.0,Norway,1951.0,dissatisfied
Frequent Traveler,31.0,Work Commute,First Class,1557.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,0.0,0.0,Italy,1957.0,dissatisfied
Frequent Traveler,48.0,Work Commute,First Class,3973.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,Italy,1996.0,satisfied
Frequent Traveler,45.0,Leisure Trip,Comfort,612.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,Italy,1959.0,satisfied
Frequent Traveler,53.0,Work Commute,First Class,1734.0,3.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,France,1937.0,satisfied
Occasional Traveler,23.0,Work Commute,First Class,1900.0,0.0,2.0,0.0,5.0,2.0,0.0,2.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,0.0,Austria,1967.0,satisfied
Frequent Traveler,31.0,Work Commute,First Class,3296.0,5.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,1.0,3.0,5.0,0.0,0.0,Spain,2000.0,dissatisfied
Frequent Traveler,15.0,Leisure Trip,Standard,2942.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,France,1936.0,dissatisfied
Frequent Traveler,57.0,Work Commute,First Class,2775.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,14.0,7.0,Switzerland,2011.0,satisfied
Occasional Traveler,26.0,Work Commute,Standard,1914.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,0.0,0.0,Germany,1987.0,dissatisfied
Occasional Traveler,40.0,Work Commute,First Class,1932.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,55.0,57.0,Italy,1983.0,dissatisfied
Occasional Traveler,29.0,Work Commute,First Class,2216.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,0.0,0.0,Switzerland,1994.0,dissatisfied
Frequent Traveler,8.0,Work Commute,First Class,1956.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,Germany,1953.0,dissatisfied
Occasional Traveler,23.0,Work Commute,Standard,1579.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,0.0,0.0,Austria,2002.0,dissatisfied
Frequent Traveler,47.0,Work Commute,First Class,346.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,Belgium,1939.0,dissatisfied
Occasional Traveler,36.0,Work Commute,Standard,1823.0,3.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,61.0,58.0,Belgium,1940.0,dissatisfied
Frequent Traveler,52.0,Leisure Trip,Standard,254.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,1.0,6.0,Spain,1963.0,satisfied
Frequent Traveler,66.0,Leisure Trip,Standard,2822.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,France,1999.0,dissatisfied
Frequent Traveler,9.0,Leisure Trip,Standard,1872.0,3.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,Sweden,1997.0,dissatisfied
Frequent Traveler,61.0,Work Commute,Standard,1660.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,19.0,Sweden,1980.0,dissatisfied
Frequent Traveler,62.0,Leisure Trip,First Class,1195.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,0.0,Belgium,1969.0,dissatisfied
Frequent Traveler,50.0,Work Commute,First Class,1605.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,0.0,Austria,2011.0,satisfied
Frequent Traveler,44.0,Leisure Trip,Comfort,432.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,36.0,26.0,Netherlands,1994.0,satisfied
Frequent Traveler,51.0,Work Commute,Standard,2613.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,9.0,23.0,Norway,1932.0,dissatisfied
Occasional Traveler,46.0,Work Commute,First Class,2791.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,1.0,0.0,Spain,1988.0,dissatisfied
Frequent Traveler,7.0,Leisure Trip,Standard,1773.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,0.0,0.0,Sweden,1961.0,satisfied
Occasional Traveler,40.0,Work Commute,First Class,1844.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,0.0,Sweden,1950.0,satisfied
Frequent Traveler,55.0,Work Commute,First Class,216.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,87.0,72.0,Norway,1985.0,satisfied
Frequent Traveler,39.0,Work Commute,First Class,85.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,Switzerland,2002.0,satisfied
Occasional Traveler,22.0,Work Commute,Standard,1795.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,Italy,1997.0,dissatisfied
Occasional Traveler,39.0,Work Commute,First Class,1494.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,8.0,21.0,Italy,1945.0,dissatisfied
Frequent Traveler,41.0,Leisure Trip,Comfort,1401.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,France,2006.0,satisfied
Frequent Traveler,24.0,Work Commute,First Class,2314.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,Netherlands,1993.0,dissatisfied
Frequent Traveler,8.0,Leisure Trip,Standard,1870.0,4.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,4.0,1.0,55.0,50.0,France,2008.0,satisfied
Frequent Traveler,23.0,Work Commute,First Class,3385.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,0.0,0.0,France,2018.0,dissatisfied
Frequent Traveler,59.0,Work Commute,First Class,3038.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,Norway,2001.0,satisfied
Frequent Traveler,38.0,Work Commute,First Class,1785.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,6.0,30.0,France,1961.0,dissatisfied
Occasional Traveler,21.0,Work Commute,Standard,4518.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,10.0,0.0,Norway,2019.0,dissatisfied
Frequent Traveler,35.0,Leisure Trip,Standard,1174.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,0.0,0.0,France,1950.0,dissatisfied
Frequent Traveler,63.0,Work Commute,First Class,2434.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,Norway,2019.0,satisfied
Occasional Traveler,42.0,Work Commute,First Class,2478.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,0.0,Spain,2000.0,dissatisfied
Frequent Traveler,44.0,Work Commute,First Class,572.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,Sweden,1955.0,satisfied
Frequent Traveler,37.0,Work Commute,First Class,1515.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,6.0,0.0,France,2014.0,satisfied
Frequent Traveler,48.0,Work Commute,Standard,277.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,0.0,0.0,Austria,1977.0,satisfied
Frequent Traveler,32.0,Work Commute,First Class,4145.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,13.0,Norway,1988.0,satisfied
Frequent Traveler,56.0,Leisure Trip,Standard,3395.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,0.0,2.0,Netherlands,1963.0,dissatisfied
Frequent Traveler,59.0,Work Commute,Standard,1366.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,5.0,0.0,0.0,Norway,1986.0,satisfied
Frequent Traveler,80.0,Work Commute,Comfort,1998.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,Norway,1931.0,satisfied
Frequent Traveler,9.0,Leisure Trip,Comfort,1313.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,20.0,28.0,Spain,2015.0,satisfied
Frequent Traveler,49.0,Work Commute,First Class,609.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,Netherlands,1996.0,satisfied
Frequent Traveler,58.0,Leisure Trip,First Class,333.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,13.0,20.0,Germany,1995.0,satisfied
Frequent Traveler,23.0,Leisure Trip,Standard,2475.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,5.0,4.0,3.0,0.0,0.0,Belgium,2013.0,dissatisfied
Frequent Traveler,50.0,Work Commute,First Class,3515.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,0.0,Austria,2003.0,satisfied
Frequent Traveler,27.0,Work Commute,First Class,1871.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,0.0,France,1965.0,dissatisfied
Frequent Traveler,70.0,Leisure Trip,Standard,1702.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,51.0,63.0,Belgium,2002.0,dissatisfied
Frequent Traveler,35.0,Work Commute,First Class,1114.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,65.0,59.0,Norway,1929.0,satisfied
Occasional Traveler,24.0,Work Commute,Comfort,1149.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,5.0,3.0,0.0,0.0,Italy,1989.0,dissatisfied
Frequent Traveler,30.0,Work Commute,First Class,3489.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,0.0,0.0,Germany,1960.0,satisfied
Frequent Traveler,61.0,Leisure Trip,Standard,2059.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,48.0,46.0,Switzerland,1966.0,dissatisfied
Occasional Traveler,23.0,Work Commute,Standard,1537.0,5.0,1.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,0.0,Germany,1979.0,satisfied
Occasional Traveler,21.0,Work Commute,Standard,1720.0,4.0,0.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,5.0,0.0,0.0,Netherlands,1983.0,satisfied
Occasional Traveler,35.0,Work Commute,First Class,2722.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,10.0,16.0,France,1962.0,dissatisfied
Frequent Traveler,45.0,Leisure Trip,Standard,2044.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,0.0,0.0,Italy,1976.0,dissatisfied
Frequent Traveler,63.0,Leisure Trip,Comfort,1966.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,Italy,1953.0,satisfied
Frequent Traveler,55.0,Leisure Trip,Standard,727.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,21.0,37.0,Netherlands,2008.0,dissatisfied
Occasional Traveler,30.0,Work Commute,Standard,1414.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,Belgium,1996.0,dissatisfied
Frequent Traveler,41.0,Work Commute,First Class,289.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,30.0,13.0,Norway,2000.0,dissatisfied
Frequent Traveler,33.0,Leisure Trip,Standard,1872.0,1.0,3.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,16.0,13.0,Sweden,1994.0,dissatisfied
Frequent Traveler,31.0,Leisure Trip,Standard,1653.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,Sweden,1968.0,satisfied
Frequent Traveler,29.0,Work Commute,First Class,3537.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,22.0,17.0,Sweden,2001.0,dissatisfied
Frequent Traveler,38.0,Leisure Trip,First Class,1164.0,2.0,5.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,0.0,0.0,Switzerland,2005.0,dissatisfied
Frequent Traveler,21.0,Leisure Trip,Standard,2604.0,2.0,5.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,Sweden,1952.0,satisfied
Frequent Traveler,28.0,Leisure Trip,Standard,1566.0,3.0,5.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,1.0,5.0,2.0,0.0,0.0,Italy,1971.0,dissatisfied
Frequent Traveler,40.0,Work Commute,Standard,1155.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,7.0,Spain,1949.0,dissatisfied
Occasional Traveler,25.0,Work Commute,Standard,2725.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,1.0,5.0,0.0,0.0,Spain,1977.0,satisfied
Frequent Traveler,34.0,Work Commute,First Class,439.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,72.0,67.0,France,1937.0,dissatisfied
Frequent Traveler,65.0,Leisure Trip,Standard,2008.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,Norway,1969.0,dissatisfied
Frequent Traveler,23.0,Leisure Trip,Standard,976.0,5.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,0.0,11.0,Belgium,1943.0,satisfied
Frequent Traveler,25.0,Leisure Trip,Standard,3508.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,10.0,Spain,1934.0,satisfied
Frequent Traveler,29.0,Leisure Trip,Standard,1951.0,4.0,5.0,4.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,Norway,2007.0,satisfied
